rank,code,name,market,mktcap,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,foreign_consec_buy,foreign_net_5d,inst_net_5d,keywords,news_count,scan_date,chunk
3,274090,켄코아에어로스페이스,KOSDAQ,261418967840,19780.0,25.0,0.0,12.0,0.0,7.0,44.0,18130.0,8.341759352881699,100.0,79.2408281049293,-,18178.5,13500.4,8,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
21,30530,원익홀딩스,KOSDAQ,3282614192500,42500.0,25.0,0.0,12.0,0.0,7.0,44.0,38400.0,9.647058823529411,34.45378151260504,47.255039008081496,-,40287.5,32886.0,9,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
22,249420,일동제약,KOSPI,1233891828000,39000.0,23.0,0.0,12.0,0.0,9.0,44.0,36400.0,6.666666666666667,61.34453781512605,29.794907247382277,-,38842.5,33966.0,8,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
4,270660,에브리봇,KOSDAQ,291043978000,23000.0,25.0,0.0,13.0,0.0,5.0,43.0,20500.0,10.869565217391305,60.50420168067227,40.97188680031388,-,21255.0,20053.2,3,False,0.0,13.0,13.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
24,3380,하림지주,KOSDAQ GLOBAL,1243262393100,11100.0,24.0,0.0,12.0,0.0,7.0,43.0,10100.0,9.00900900900901,89.91596638655462,33.51010010666992,-,10642.5,9506.2,6,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
25,34220,LG디스플레이,KOSPI,6260000000000,12520.0,21.0,5.0,8.0,0.0,9.0,43.0,11700.0,6.549520766773163,11.764705882352942,36.19728729695991,-,12048.5,12516.8,0,False,5.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
26,140410,메지온,KOSDAQ,2702388346000,89000.0,20.0,0.0,12.0,0.0,10.0,42.0,85300.0,4.157303370786517,60.50420168067227,46.50975002635808,-,91080.0,80630.0,8,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
27,271560,오리온,KOSPI,4321299227600,109300.0,13.0,20.0,0.0,0.0,9.0,42.0,102000.0,6.678865507776761,15.126050420168069,19.020130366777003,R,105815.0,104824.0,0,True,20.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
28,5490,POSCO홀딩스,KOSPI,26829273588000,331500.0,23.0,5.0,8.0,0.0,5.0,41.0,297000.0,10.407239819004523,5.882352941176471,29.901726278637312,-,313775.0,312150.0,0,False,5.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
29,397030,에이프릴바이오,KOSDAQ,1143010055500,49250.0,20.0,0.0,12.0,0.0,9.0,41.0,46500.0,5.583756345177665,95.7983193277311,58.51354682377258,-,51497.5,43961.0,7,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
30,83650,비에이치아이,KOSDAQ,1838095875000,59400.0,20.0,0.0,15.0,0.0,5.0,40.0,52700.0,11.27946127946128,68.0672268907563,18.464404246253387,-,55060.0,50303.0,5,False,0.0,15.0,15.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
31,131970,두산테스나,KOSDAQ GLOBAL,991487309400,51300.0,25.0,5.0,0.0,0.0,10.0,40.0,48950.0,4.580896686159844,11.764705882352942,61.64730379203501,-,49470.0,46508.0,1,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
32,100790,미래에셋벤처투자,KOSDAQ,680526561540,12810.0,19.0,0.0,12.0,0.0,9.0,40.0,11950.0,6.713505074160812,91.5966386554622,34.85135511441859,-,14169.5,11024.4,8,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
33,83450,GST,KOSDAQ,508668000000,27600.0,25.0,0.0,5.0,0.0,10.0,40.0,26500.0,3.985507246376811,50.42016806722689,43.63933598458218,-,27552.5,26926.0,4,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
5,394800,쓰리빌리언,KOSDAQ,497384714160,15660.0,18.0,0.0,12.0,0.0,9.0,39.0,14530.0,7.215836526181353,79.83193277310924,26.101290257972785,-,16816.5,14523.2,9,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
35,226950,올릭스,KOSDAQ,2780146889100,137700.0,17.0,5.0,10.0,0.0,7.0,39.0,124500.0,9.586056644880172,10.084033613445378,21.634711154410983,-,140095.0,134112.0,3,False,5.0,10.0,10.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
36,58470,리노공업,KOSDAQ GLOBAL,4930906695000,64700.0,25.0,5.0,0.0,0.0,9.0,39.0,61400.0,5.1004636785162285,26.050420168067227,40.37113194665708,-,62690.0,61580.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
37,240810,원익IPS,KOSDAQ GLOBAL,3764735206700,76700.0,25.0,5.0,0.0,0.0,9.0,39.0,71800.0,6.388526727509778,10.084033613445378,57.65009631352253,-,70975.0,66384.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
34,28300,HLB,KOSDAQ,6979980392200,52600.0,25.0,5.0,0.0,0.0,9.0,39.0,49600.0,5.70342205323194,13.445378151260504,49.32026673025074,-,50320.0,49091.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
39,204320,HL만도,KOSPI,3014647104000,64200.0,25.0,0.0,8.0,0.0,5.0,38.0,55200.0,14.018691588785046,94.11764705882354,50.11125639879317,-,57565.0,49981.0,0,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
38,103590,일진전기,KOSPI,2975568336000,62400.0,24.0,5.0,0.0,0.0,9.0,38.0,57800.0,7.371794871794872,25.210084033613445,36.72865771516566,-,58490.0,57468.0,2,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
41,12510,더존비즈온,KOSPI,2792177849600,91900.0,22.0,5.0,0.0,0.0,10.0,37.0,89700.0,2.3939064200217626,19.327731092436974,41.40006693270933,-,88770.0,90530.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
40,14680,한솔케미칼,KOSPI,2794125567500,246500.0,25.0,5.0,0.0,0.0,7.0,37.0,225000.0,8.72210953346856,15.126050420168069,41.67242879532809,-,232925.0,230340.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
43,950160,코오롱티슈진,KOSDAQ,6216628495500,74700.0,24.0,0.0,5.0,0.0,7.0,36.0,67500.0,9.63855421686747,75.63025210084034,36.35171950870397,-,73620.0,69548.0,3,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
44,357780,솔브레인,KOSDAQ GLOBAL,2271341272000,292000.0,24.0,5.0,0.0,0.0,7.0,36.0,268500.0,8.047945205479452,5.882352941176471,36.85842471703915,-,272800.0,267120.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
42,389470,인벤티지랩,KOSDAQ,1006403920600,80600.0,15.0,0.0,12.0,0.0,9.0,36.0,75500.0,6.327543424317618,77.3109243697479,11.285447354469389,-,82430.0,75806.0,9,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
45,90430,아모레퍼시픽,KOSPI,7101020942600,121400.0,7.0,10.0,8.0,0.0,10.0,35.0,116400.0,4.118616144975288,12.605042016806722,20.281428108156764,C,120880.0,123532.0,0,False,10.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
50,6280,녹십자,KOSPI,1873352041400,160300.0,17.0,0.0,8.0,0.0,10.0,35.0,152300.0,4.990642545227699,100.0,22.92169873950664,-,160635.0,147004.0,1,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
49,290650,엘앤씨바이오,KOSDAQ,1371281877600,55200.0,15.0,5.0,5.0,0.0,10.0,35.0,53400.0,3.260869565217391,26.89075630252101,49.69095124792977,-,61695.0,59774.0,3,False,5.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
48,86790,하나금융지주,KOSPI,26830608469600,96400.0,20.0,5.0,0.0,0.0,10.0,35.0,91700.0,4.875518672199171,0.0,7.385537904868863,-,93970.0,93424.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
47,5290,동진쎄미켐,KOSDAQ,2061721209400,40100.0,25.0,0.0,0.0,0.0,10.0,35.0,39300.0,1.99501246882793,36.134453781512605,42.50216711768521,-,39037.5,37303.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
46,214150,클래시스,KOSDAQ GLOBAL,3910687842300,59700.0,20.0,0.0,8.0,0.0,7.0,35.0,54500.0,8.710217755443885,74.78991596638656,20.907527708268333,-,56760.0,55570.0,0,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
51,475830,오름테라퓨틱,KOSDAQ,2586102422400,121800.0,25.0,0.0,5.0,0.0,5.0,35.0,108700.0,10.755336617405582,92.43697478991596,66.65088659245198,-,115820.0,85492.0,3,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
53,55550,신한지주,KOSPI,38451198772800,79200.0,20.0,5.0,0.0,0.0,10.0,35.0,76600.0,3.2828282828282838,0.0,26.58932621654594,-,78000.0,78118.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
52,319660,피에스케이,KOSDAQ GLOBAL,1206463638100,41650.0,25.0,0.0,0.0,0.0,10.0,35.0,40450.0,2.881152460984394,57.142857142857146,67.29805023707411,-,38712.5,35280.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
55,108490,로보티즈,KOSDAQ,3751797660000,257500.0,18.0,5.0,5.0,0.0,7.0,35.0,233500.0,9.320388349514564,6.722689075630252,29.342277525241965,-,261650.0,249496.0,3,False,5.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
56,68270,셀트리온,KOSPI,48270842521000,209000.0,25.0,0.0,0.0,0.0,10.0,35.0,200500.0,4.066985645933015,89.07563025210084,44.89511865292031,-,198765.0,190006.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
6,33530,SJG세종,KOSPI,282104544540,10140.0,23.0,5.0,0.0,0.0,7.0,35.0,9160.0,9.664694280078894,23.529411764705884,28.6342531709983,-,10047.0,9344.8,2,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
54,39030,이오테크닉스,KOSDAQ GLOBAL,3695865000000,300000.0,25.0,0.0,0.0,0.0,10.0,35.0,295000.0,1.6666666666666667,48.739495798319325,54.20018351640257,-,285500.0,276270.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
57,189300,인텔리안테크,KOSDAQ,739526712600,68900.0,25.0,0.0,0.0,0.0,10.0,35.0,66300.0,3.7735849056603774,100.0,83.7910796696872,-,63862.5,51351.0,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
58,95610,테스,KOSDAQ,1002249058200,50700.0,25.0,0.0,0.0,0.0,10.0,35.0,48900.0,3.5502958579881656,57.98319327731093,64.90909932884233,-,47977.5,43623.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
59,35420,NAVER,KOSPI,38507322629000,245500.0,11.0,5.0,8.0,0.0,10.0,34.0,243500.0,0.8146639511201629,5.042016806722689,38.27882576908526,-,245550.0,249890.0,0,False,5.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
60,445680,큐리옥스바이오시스템즈,KOSDAQ,1831822131000,107000.0,24.0,0.0,5.0,0.0,5.0,34.0,92400.0,13.644859813084112,49.57983193277311,39.54621417587182,-,105935.0,92860.0,3,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
67,39200,오스코텍,KOSDAQ,1681446835200,43950.0,12.0,0.0,12.0,0.0,10.0,34.0,42250.0,3.8680318543799777,65.54621848739495,44.93657269441604,-,45707.5,51165.0,5,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
68,352820,하이브,KOSPI,14325028436000,336500.0,25.0,0.0,0.0,0.0,9.0,34.0,319500.0,5.052005943536404,37.81512605042017,46.88915842989056,-,326425.0,308540.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
61,67310,하나마이크론,KOSDAQ,1855269320450,27950.0,25.0,0.0,0.0,0.0,9.0,34.0,26000.0,6.976744186046512,36.97478991596638,48.78670623299393,-,26332.5,25602.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
62,6730,서부T&D,KOSDAQ,892095922020,13740.0,24.0,0.0,5.0,0.0,5.0,34.0,11790.0,14.192139737991264,77.3109243697479,30.700753648482014,-,12765.5,11775.4,3,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
63,1440,대한전선,KOSPI,4801017975000,25750.0,25.0,0.0,0.0,0.0,9.0,34.0,23850.0,7.378640776699028,41.1764705882353,40.25041967715489,-,24482.5,23936.0,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
64,64760,티씨케이,KOSDAQ GLOBAL,1888203362400,168900.0,24.0,5.0,0.0,0.0,5.0,34.0,148600.0,12.01894612196566,21.008403361344534,36.53051886255165,-,152400.0,151952.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
65,15760,한국전력,KOSPI,35115435011900,54700.0,24.0,5.0,0.0,0.0,5.0,34.0,47000.0,14.076782449725778,24.369747899159663,34.021771807399666,-,50050.0,49616.0,1,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
66,232140,와이씨,KOSDAQ,1233962064000,15040.0,24.0,0.0,0.0,0.0,10.0,34.0,14740.0,1.9946808510638296,55.46218487394958,39.71617504332017,-,14889.0,14089.0,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
7,368770,파이버프로,KOSDAQ,427104925000,13000.0,25.0,0.0,0.0,0.0,9.0,34.0,12200.0,6.153846153846154,98.31932773109244,62.68936291680383,-,12245.0,8983.8,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
75,267260,HD현대일렉트릭,KOSPI,32658704310000,906000.0,23.0,5.0,0.0,0.0,5.0,33.0,790000.0,12.803532008830022,8.403361344537815,29.889296861680243,-,832900.0,825160.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
69,126340,비나텍,KOSDAQ,579772258800,86100.0,24.0,0.0,0.0,0.0,9.0,33.0,80400.0,6.620209059233449,71.42857142857143,35.932829452071545,-,78545.95,67704.18,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
70,1040,CJ,KOSPI,5461934025600,187200.0,21.0,5.0,0.0,0.0,7.0,33.0,170300.0,9.027777777777777,9.243697478991596,39.03505394251109,-,176295.0,176996.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
71,36930,주성엔지니어링,KOSDAQ GLOBAL,1510222855950,31950.0,23.0,0.0,0.0,0.0,10.0,33.0,30500.0,4.538341158059469,89.91596638655462,58.55968474627826,-,30245.0,29391.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
72,62040,산일전기,KOSPI,4368886200000,143500.0,21.0,5.0,0.0,0.0,7.0,33.0,131800.0,8.153310104529616,0.0,33.0925662604309,-,137125.0,141638.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
73,4020,현대제철,KOSPI,4116802467250,30850.0,19.0,5.0,0.0,0.0,9.0,33.0,28700.0,6.9692058346839545,0.0,20.70441111187754,-,30600.0,30768.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
74,17800,현대엘리베이터,KOSPI,3475313026500,88900.0,23.0,0.0,0.0,0.0,10.0,33.0,85700.0,3.59955005624297,89.91596638655462,28.283187635649305,-,88335.0,85620.0,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
78,145020,휴젤,KOSDAQ GLOBAL,2977575986000,242000.0,13.0,5.0,8.0,0.0,7.0,33.0,219000.0,9.50413223140496,26.89075630252101,18.142756679195337,-,233050.0,228740.0,0,False,5.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
77,36810,에프에스티,KOSDAQ,672962066200,30650.0,19.0,5.0,0.0,0.0,9.0,33.0,28700.0,6.36215334420881,28.571428571428573,33.42894240346311,-,31333.35,30390.44,2,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
76,220100,퓨쳐켐,KOSDAQ,553957274000,24700.0,11.0,0.0,12.0,0.0,10.0,33.0,23550.0,4.65587044534413,68.90756302521008,34.366929454729345,-,28715.0,29039.0,6,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
79,60280,큐렉소,KOSDAQ,566220062200,13780.0,20.0,0.0,8.0,0.0,5.0,33.0,12170.0,11.683599419448475,63.02521008403362,15.322838028414436,-,13080.0,12340.4,1,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
8,200710,에이디테크놀로지,KOSDAQ,432794468400,32200.0,24.0,0.0,0.0,0.0,9.0,33.0,30250.0,6.055900621118012,76.47058823529412,37.92687221566455,-,31065.0,27824.0,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
82,10060,OCI홀딩스,KOSPI,2122805378400,113700.0,22.0,5.0,0.0,0.0,5.0,32.0,100300.0,11.785400175901495,15.966386554621849,20.81769481339212,-,111110.0,108350.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
80,195870,해성디에스,KOSPI,924800000000,54400.0,22.0,5.0,0.0,0.0,5.0,32.0,46350.0,14.79779411764706,0.0,20.775453510732,-,53365.0,52929.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
81,100090,SK오션플랜트,KOSPI,1258934299350,20150.0,17.0,5.0,0.0,0.0,10.0,32.0,19300.0,4.218362282878412,20.16806722689076,32.33801304711343,-,20254.0,19588.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
83,457190,이수스페셜티케미컬,KOSPI,1818538456000,60200.0,23.0,0.0,0.0,0.0,9.0,32.0,56500.0,6.146179401993355,57.98319327731093,25.418435806202268,-,58475.0,56275.0,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:36,1
84,64350,현대로템,KOSPI,23465592995000,215000.0,25.0,0.0,0.0,0.0,7.0,32.0,195000.0,9.30232558139535,83.19327731092437,49.99304986756366,-,199290.0,192128.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
85,2380,KCC,KOSPI,3901160769000,439000.0,22.0,5.0,0.0,0.0,5.0,32.0,388000.0,11.617312072892938,0.0,42.22869018236956,-,415775.0,418330.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
9,650,천일고속,KOSPI,410186140000,287000.0,15.0,0.0,12.0,0.0,5.0,32.0,248000.0,13.588850174216027,73.10924369747899,11.532659056988235,-,325475.0,248937.0,8,False,0.0,12.0,12.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
87,84370,유진테크,KOSDAQ,1879115444000,82000.0,16.0,5.0,0.0,0.0,10.0,31.0,80700.0,1.5853658536585369,12.605042016806722,35.19836831005983,-,80565.0,82864.0,1,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
88,89030,테크윙,KOSDAQ,1832302745250,49450.0,22.0,0.0,0.0,0.0,9.0,31.0,46350.0,6.268958543983821,44.53781512605042,43.36363567716548,-,47027.5,48859.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
86,278470,에이피알,KOSPI,9002072527500,240500.0,21.0,5.0,0.0,0.0,5.0,31.0,210000.0,12.681912681912683,11.764705882352942,32.62786120331992,-,232775.0,238180.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
89,810,삼성화재,KOSPI,22384426907500,486500.0,12.0,0.0,8.0,0.0,10.0,30.0,466000.0,4.213771839671121,64.70588235294117,41.65526426801524,-,487125.0,491270.0,0,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
98,77970,STX엔진,KOSPI,1481463524700,36900.0,20.0,5.0,0.0,0.0,5.0,30.0,32500.0,11.924119241192413,15.966386554621849,18.562220107820696,-,36340.0,34636.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
