Code,Name
030610,교보증권
192080,더블유게임즈
115180,큐리언트
365550,ESR켄달스퀘어리츠
166090,하나머티리얼즈
089860,롯데렌탈
003530,한화투자증권
204270,제이앤티씨
080220,제주반도체
082640,동양생명
440110,파두
009240,한샘
388720,유일로보틱스
161580,필옵틱스
183300,코미코
137310,에스디바이오센서
006650,대한유화
280360,롯데웰푸드
389470,인벤티지랩
012630,HDC
082270,젬백스
095610,테스
486990,노타
181710,NHN
079160,CJ CGV
131970,두산테스나
001740,SK네트웍스
192400,쿠쿠홀딩스
000670,영풍
064960,SNT모티브
00088K,한화3우B
056080,유진로봇
388210,씨엠티엑스
468530,프로티나
030190,NICE평가정보
218410,RFHIC
043260,성호전자
195870,해성디에스
078600,대주전자재료
281740,레이크머티리얼즈
036540,SFA반도체
298050,HS효성첨단소재
066575,LG전자우
358570,지아이이노베이션
112040,위메이드
006730,서부T&D
476060,온코닉테라퓨틱스
004490,세방전지
036530,SNT홀딩스
082920,비츠로셀
317450,명인제약
137400,피엔티
213420,덕산네오룩스
424870,이뮨온시아
086900,메디톡스
499790,GS피앤엘
003160,디아이
417200,LS머트리얼즈
295310,에이치브이엠
056190,에스에프에이
490470,세미파이브
281820,케이씨텍
108320,LX세미콘
003240,태광산업
114090,GKL
287840,인투셀
009450,경동나비엔
348340,뉴로메카
225570,넥슨게임즈
071055,한국금융지주우
033500,동성화인텍
376300,디어유
347700,스피어
093370,후성
005690,파미셀
014620,성광벤드
100840,SNT에너지
032820,우리기술
003470,유안타증권
036830,솔브레인홀딩스
451800,한화리츠
007700,F&F홀딩스
002350,넥센타이어
090360,로보스타
001680,대상
009520,포스코엠텍
000210,DL
025540,한국단자
069260,TKG휴켐스
042000,카페24
086450,동국제약
124500,아이티센글로벌
025980,아난티
067160,SOOP
003850,보령
348210,넥스틴
214320,이노션
189300,인텔리안테크
381970,케이카
005180,빙그레
336570,원텍
023160,태광
950210,프레스티지바이오파마
079900,전진건설로봇
014820,동원시스템즈
039130,하나투어
241710,코스메카코리아
248070,솔루엠
003620,KG모빌리티
399720,가온칩스
002840,미원상사
005250,녹십자홀딩스
125490,한라캐스트
010780,아이에스동서
460930,현대힘스
049630,재영솔루텍
100790,미래에셋벤처투자
475150,SK이터닉스
032190,다우데이타
251970,펌텍코리아
000640,동아쏘시오홀딩스
102710,이엔에프테크놀로지
019170,신풍제약
00104K,CJ4우(전환)
372320,큐로셀
268280,미원에스씨
036810,에프에스티
293940,신한알파리츠
000370,한화손해보험
389650,넥스트바이오메디컬
053800,안랩
001270,부국증권
131290,티에스이
001060,JW중외제약
089970,브이엠
456040,OCI
074600,원익QnC
052400,코나아이
228760,지노믹트리
322000,HD현대에너지솔루션
127120,제이에스링크
001570,금양
057050,현대홈쇼핑
008730,율촌화학
214430,아이쓰리시스템
005389,현대차3우B
041190,우리기술투자
006380,카프로
033100,제룡전기
383800,LX홀딩스
015750,성우하이텍
475960,토모큐브
102940,코오롱생명과학
211050,인카금융서비스
121600,나노신소재
084110,휴온스글로벌
078160,메디포스트
005880,대한해운
032500,케이엠더블유
044490,태웅
002030,아세아
060250,NHN KCP
420770,기가비스
126340,비나텍
058650,세아홀딩스
356860,티엘비
002020,코오롱
093320,케이아이엔엑스
038500,삼표시멘트
484590,삼양컴텍
060280,큐렉소
047920,HLB제약
048410,현대바이오
002960,한국쉘석유
488900,비츠로넥스텍
018290,브이티
094170,동운아나텍
005810,풍산홀딩스
017940,E1
105630,한세실업
003545,대신증권우
278280,천보
348950,제이알글로벌리츠
119850,지엔씨에너지
002240,고려제강
220100,퓨쳐켐
041960,코미팜
090460,비에이치
095660,네오위즈
030520,한글과컴퓨터
052020,에스티큐브
365340,성일하이텍
005420,코스모화학
377740,바이오노트
199800,툴젠
455900,엔젤로보틱스
097520,엠씨넥스
067630,HLB생명과학
001500,현대차증권
016380,KG스틸
016590,신대양제지
064260,다날
089010,켐트로닉스
000400,롯데손해보험
222080,씨아이에스
145720,덴티움
091810,티웨이항공
009410,태영건설
016800,퍼시스
093050,LF
083450,GST
284740,쿠쿠홈시스
101730,위메이드맥스
004690,삼천리
336370,솔루스첨단소재
017810,풀무원
394800,쓰리빌리언
192650,드림텍
025320,시노펙스
230360,에코마케팅
453340,현대그린푸드
009900,명신산업
003030,세아제강지주
253590,네오셈
033240,자화전자
016610,DB증권
448900,한국피아이엠
271940,일진하이솔루스
383310,에코프로에이치엔
003300,한일홀딩스
117730,티로보틱스
094800,맵스리얼티
145990,삼양사
450950,아스테라시스
272290,이녹스첨단소재
036620,감성코퍼레이션
171090,선익시스템
170900,동아에스티
089590,제주항공
090435,아모레퍼시픽우
014830,유니드
079370,제우스
034310,NICE
039440,에스티아이
092200,디아이씨
029530,신도리코
0120G0,삼양바이오팜
178920,PI첨단소재
000070,삼양홀딩스
215600,신라젠
053030,바이넥스
200670,휴메딕스
037270,YG PLUS
309710,아이티켐
462350,이노스페이스
034950,한국기업평가
059090,미코
050890,쏠리드
298830,슈어소프트테크
004700,조광피혁
448730,삼성FN리츠
183190,아세아시멘트
005610,SPC삼립
200880,서연이화
006220,제주은행
452260,한화갤러리아
200710,에이디테크놀로지
357120,코람코라이프인프라리츠
101930,인화정공
105840,우진
179900,유티아이
368770,파이버프로
058970,엠로
475400,씨메스
344820,KCC글라스
004310,현대약품
069080,웹젠
304360,에스바이오메딕스
045100,한양이엔지
060980,HL홀딩스
161000,애경케미칼
012860,모베이스전자
099190,아이센스
352480,씨앤씨인터내셔널
099440,스맥
104830,원익머트리얼즈
079940,가비아
425420,티에프이
138610,나이벡
000650,천일고속
041830,인바디
206650,유바이오로직스
072710,농심홀딩스
460860,동국제강
089890,코세스
215200,메가스터디교육
031330,에스에이엠티
403550,쏘카
000157,두산2우B
025900,동화기업
001530,DI동일
010170,대한광통신
464080,에스오에스랩
338840,와이바이오로직스
078130,국일제지
107640,한중엔시에스
194480,데브시스터즈
078340,컴투스
003000,부광약품
003280,흥아해운
318060,그래피
065660,안트로젠
053610,프로텍
098070,한텍
031430,신세계인터내셔날
014940,오리엔탈정공
027360,아주IB투자
026890,스틱인베스트먼트
094360,칩스앤미디어
078350,한양디지텍
376270,HEM파마
091700,파트론
015360,INVENI
005945,NH투자증권우
130660,한전산업
009155,삼성전기우
001940,KISCO홀딩스
094480,갤럭시아머니트리
252990,샘씨엔에스
459510,나우로보틱스
013030,하이록코리아
035890,서희건설
122640,예스티
419530,SAMG엔터
033640,네패스
144510,지씨셀
101160,월덱스
029460,케이씨
027410,BGF
272450,진에어
314930,바이오다인
441270,파인엠텍
104700,한국철강
432320,KB스타리츠
474650,링크솔루션
950250,테라뷰
475560,더본코리아
340570,티앤엘
200130,콜마비앤에이치
114190,강원에너지
478340,나라스페이스테크놀로지
200470,에이팩트
417310,코람코더원리츠
033790,피노
003520,영진약품
126720,수산인더스트리
001200,유진투자증권
403850,더핑크퐁컴퍼니
002710,TCC스틸
389500,에스비비테크
190510,나무가
046890,서울반도체
126560,현대퓨처넷
024850,HLB이노베이션
003800,에이스침대
084690,대상홀딩스
064820,케이프
049070,인탑스
304100,솔트룩스
006110,삼아알미늄
034120,SBS
008060,대덕
018250,애경산업
110990,디아이티
215000,골프존
010690,화신
020000,한섬
015860,일진홀딩스
003960,사조대림
042520,한스바이오메드
168360,펨트론
009160,SIMPAC
494120,큐리오시스
007690,국도화학
194370,제이에스코퍼레이션
025860,남해화학
001390,KG케미칼
306200,세아제강
024720,콜마홀딩스
0015G0,그린광학
217590,티엠씨
286940,롯데이노베이트
199430,케이엔알시스템
256840,한국비엔씨
011930,신성이엔지
001510,SK증권
332570,PS일렉트로닉스
095500,미래나노텍
017860,DS단석
060720,KH바텍
114810,한솔아이원스
136480,하림
108860,셀바스AI
101360,에코앤드림
445090,에이직랜드
357550,석경에이티
064550,바이오니아
203400,에이비온
389260,대명에너지
317330,덕산테코피아
012200,계양전기
243070,휴온스
035810,이지홀딩스
138490,코오롱ENP
012030,DB
0008Z0,에스엔시스
005720,넥센
017390,서울가스
377190,디앤디플랫폼리츠
034830,한국토지신탁
036890,진성티이씨
036200,유니셈
067080,대화제약
206640,바디텍메드
009290,광동제약
002310,아세아제지
054950,제이브이엠
092230,KPX홀딩스
005090,SGC에너지
002320,한진
123890,한국자산신탁
003920,남양유업
045390,대아티아이
241590,화승엔터프라이즈
099430,바이오플러스
033270,유나이티드제약
001820,삼화콘덴서
088260,이리츠코크렙
448280,에코아이
308430,셀비온
394280,오픈엣지테크놀로지
128820,대성산업
481070,에이유브랜즈
093520,매커스
484810,티엑스알로보틱스
092460,한라IMS
270660,에브리봇
334890,이지스밸류플러스리츠
294570,쿠콘
011760,현대코퍼레이션
025770,한국정보통신
002810,삼영무역
006910,보성파워텍
003200,일신방직
380550,뉴로핏
043150,바텍
338220,뷰노
009680,모토닉
265520,AP시스템
000490,대동
416180,신성에스티
101170,우림피티에스
033530,SJG세종
382900,범한퓨얼셀
051500,CJ프레시웨이
018310,삼목에스폼
354320,알멕
204620,글로벌텍스프리
003120,일성아이에스
065680,우주일렉트로
006340,대원전선
900140,엘브이엠씨홀딩스
010580,에스엠벡셀
950170,JTC
234030,싸이닉솔루션
023410,유진기업
092730,네오팜
041920,메디아나
115450,HLB테라퓨틱스
078020,LS증권
013890,지누스
065710,서호전기
084990,헬릭스미스
156100,엘앤케이바이오
037460,삼지전자
000320,노루홀딩스
007160,사조산업
000430,대원강업
0030R0,대신밸류리츠
006405,삼성SDI우
035600,KG이니시스
482630,삼양엔씨켐
042370,비츠로테크
034810,해성산업
236200,슈프리마
002230,피에스텍
462860,더즌
092790,넥스틸
402030,코난테크놀로지
004360,세방
001460,BYC
077360,덕산하이메탈
371950,풍원정밀
096760,JW홀딩스
000680,LS네트웍스
144960,뉴파워프라즈마
488280,에스투더블유
182400,엔케이맥스
473980,노머스
194700,노바렉스
274090,켄코아에어로스페이스
005710,대원산업
900290,GRT
216080,제테마
267980,매일유업
126600,BGF에코머티리얼즈
300080,플리토
018000,유니슨
032940,원익
378340,필에너지
108670,LX하우시스
114840,아이패밀리에스씨
035150,백산
151860,KG에코솔루션
013120,동원개발
176750,듀켐바이오
121800,비덴트
140670,알에스오토메이션
452430,사피엔반도체
484120,도우인시스
053300,한국정보인증
122900,아이마켓코리아
003220,대원제약
108380,대양전기공업
005500,삼진제약
058820,CMG제약
377460,위니아에이드
033920,무학
043370,피에이치에이
002900,TYM
007860,서연
086390,유니테스트
001790,대한제당
217270,넵튠
007570,일양약품
061090,세나테크놀로지
02826K,삼성물산우B
023760,한국캐피탈
078520,에이블씨엔씨
084010,대한제강
226320,잇츠한불
037710,광주신세계
051370,인터플렉스
011500,한농화성
118990,모트렉스
244920,에이플러스에셋
314130,지놈앤컴퍼니
089980,상아프론테크
036030,케이티알파
001130,대한제분
255220,SG
290740,액트로
241770,메카로
285490,노바텍
006805,미래에셋증권우
051980,중앙첨단소재
051360,토비스
126700,하이비젼시스템
001340,PKC
067390,아스트
001750,한양증권
334970,프레스티지바이오로직스
051905,LG생활건강우
210980,SK디앤디
008490,서흥
237880,클리오
058430,포스코스틸리온
036800,나이스정보통신
452450,피아이이
372170,윤성에프앤씨
004980,성신양회
418550,제이오
061970,LB세미콘
254490,미래반도체
035510,신세계 I&C
170920,엘티씨
439090,마녀공장
123410,코리아에프티
039840,디오
053210,스카이라이프
003070,코오롱글로벌
389020,자람테크놀로지
476040,오가노이드사이언스
136490,선진
028100,동아지질
079960,동양이엔피
322310,오로스테크놀로지
001630,종근당홀딩스
054450,텔레칩스
001230,동국홀딩스
293780,압타바이오
000050,경방
084680,이월드
000540,흥국화재
036560,KZ정밀
179290,엠아이텍
000140,하이트진로홀딩스
299030,하나기술
404990,신한서부티엔디리츠
000480,CR홀딩스
086890,이수앱지스
005010,휴스틸
083310,엘오티베큠
080580,오킨스전자
003610,방림
211270,AP위성
007460,에이프로젠
271980,제일약품
054210,이랜텍
393890,더블유씨피
457550,우진엔텍
0004V0,엔비알모션
235980,메드팩토
041020,폴라리스오피스
377450,리파인
264850,이랜시스
017890,한국알콜
487570,HS효성
003350,한국화장품제조
199820,제일일렉트릭
068930,디지털대성
117580,대성에너지
469610,이노테크
451760,컨텍
339770,교촌에프앤비
134380,미원화학
005950,이수화학
030210,다올투자증권
234340,헥토파이낸셜
092870,엑시콘
102120,어보브반도체
474170,루미르
047560,이스트소프트
004430,송원산업
950140,잉글우드랩
088800,에이스테크
456010,아이씨티케이
005430,한국공항
003650,미창석유
094820,일진파워
039860,나노엔텍
001045,CJ우
361390,제노코
112290,와이씨켐
003555,LG우
039570,HDC랩스
323990,박셀바이오
012610,경인양행
000860,강남제비스코
084850,아이티엠반도체
217330,싸이토젠
256940,킵스파마
011785,금호석유화학우
102260,동성케미컬
217730,강스템바이오텍
095570,AJ네트웍스
004380,삼익THK
356680,엑스게이트
241520,DSC인베스트먼트
298690,에어부산
002150,도화엔지니어링
115310,인포바인
025000,KPX케미칼
005680,삼영전자
082800,비보존 제약
001780,알루코
000520,삼일제약
0007C0,아크릴
003547,대신증권2우B
290690,소룩스
025620,차AI헬스케어
044450,KSS해운
010955,S-Oil우
048870,시너지이노베이션
024060,흥구석유
327260,RF머트리얼즈
214420,토니모리
182360,큐브엔터
214180,헥토이노베이션
123860,아나패스
042420,네오위즈홀딩스
060150,인선이엔티
053700,삼보모터스
095700,제넥신
053690,한미글로벌
032620,유비케어
054540,삼영엠텍
001520,동양
080160,모두투어
260970,에스앤디
330860,네패스아크
009470,삼화전기
353810,이지바이오
234080,JW생명과학
251370,와이엠티
282880,코윈테크
016580,환인제약
102460,이연제약
086820,바이오솔루션
243840,신흥에스이씨
101530,해태제과식품
109740,디에스케이
461300,아이스크림미디어
092070,디엔에프
121440,골프존홀딩스
010820,퍼스텍
143160,아이디스
025820,이구산업
033160,엠케이전자
001250,GS글로벌
038390,레드캡투어
213500,한솔제지
405100,큐알티
232680,라온테크
432720,퀄리타스반도체
009070,KCTC
333430,일승
272550,삼양패키징
003720,삼영
019210,와이지-원
016790,현대사료
180400,DXVX
001080,만호제강
322180,LS티라유텍
016880,웅진
036190,금화피에스시
305090,마이크로디지탈
092130,이크레더블
400760,NH올원리츠
047310,파워로직스
489500,엘케이켐
083930,아바코
119610,인터로조
293480,하나제약
097955,CJ제일제당 우
031440,신세계푸드
013580,계룡건설
000390,삼화페인트
100120,뷰웍스
078070,유비쿼스홀딩스
006060,화승인더
004710,한솔테크닉스
308080,바이젠셀
215100,로보로보
015230,대창단조
067280,멀티캠퍼스
294140,레몬
004560,현대비앤지스틸
004090,한국석유
0015S0,페스카로
078150,HB테크놀러지
012210,삼미금속
456070,이엔셀
217820,원익피앤이
365270,큐라클
014950,삼익제약
381620,제닉스로보틱스
008970,KBI동양철관
073490,이노와이어리스
101330,모베이스
220260,켐트로스
452280,한선엔지니어링
475230,엔알비
321550,티움바이오
002100,경농
037560,LG헬로비전
417970,모델솔루션
246710,티앤알바이오팹
011040,경동제약
425040,티이엠씨
000300,DH오토넥스
336680,탑런토탈솔루션
038290,마크로젠
040300,YTN
073010,케이에스피
071840,롯데하이마트
014280,금강공업
138080,오이솔루션
064290,인텍플러스
046440,KG모빌리언스
108230,톱텍
101970,우양에이치씨
260870,SK시그넷
000020,동화약품
146320,비씨엔씨
272110,케이엔제이
091580,상신이디피
084670,동양고속
331740,아우토크립트
009270,신원
100250,진양홀딩스
234690,녹십자웰빙
226590,엠디바이스
023910,대한약품
002170,삼양통상
219130,타이거일렉
263860,지니언스
081000,일진다이아
016450,한세예스24홀딩스
148150,세경하이테크
160980,싸이맥스
230240,에치에프알
229500,노브메타파마
052330,코텍
380540,옵티코어
033340,좋은사람들
123690,한국화장품
472850,폰드그룹
267320,나인테크
080420,모다이노칩
365330,에스와이스틸텍
090350,노루페인트
462520,조선내화
008350,남선알미늄
122990,와이솔
018470,조일알미늄
002990,금호건설
458650,성우
360070,탑머티리얼
066410,버킷스튜디오
208370,셀바스헬스케어
046070,코다코
307750,국전약품
036220,오상헬스케어
066620,국보디자인
010100,한국무브넥스
297090,씨에스베어링
008110,대동전자
310200,애니플러스
317400,자이에스앤디
119830,아이텍
053080,케이엔솔
489460,바이오비쥬
337930,젝시믹스
019010,베뉴지
086980,쇼박스
000700,유수홀딩스
264660,씨앤지하이테크
014710,사조씨푸드
140610,엔솔바이오사이언스
039830,오로라
008830,대동기어
107600,새빗켐
059120,아진엑스텍
003460,유화증권
388050,지투파워
070960,모나용평
297890,HB솔루션
107590,미원홀딩스
322510,제이엘케이
122450,KX
460850,동국씨엠
067000,조이시티
413630,씨피시스템
025950,동신건설
299170,더블유에스아이
019440,세아특수강
000970,한국주철관
008040,사조동아원
069510,에스텍
085910,네오티스
042600,새로닉스
011000,진원생명과학
340450,지씨지놈
240550,동방메디컬
00279K,아모레퍼시픽홀딩스3우C
007330,푸른저축은행
074430,아미노로직스
263720,디앤씨미디어
445180,퓨릿
027970,한국제지
143240,사람인
203650,드림시큐리티
009580,무림P&P
123040,엠에스오토텍
317830,에스피시스템스
003830,대한화섬
158430,아톤
011690,와이투솔루션
002390,한독
223250,드림씨아이에스
011280,태림포장
460940,피앤에스로보틱스
044990,에이치엔에스하이텍
210540,디와이파워
037070,파세코
293580,나우IB
019680,대교
298000,효성화학
464490,쿼드메디슨
000230,일동홀딩스
023600,삼보판지
439580,블루엠텍
136150,원일티엔아이
142210,유니트론텍
011560,세보엠이씨
035080,그래디언트
078000,텔코웨어
001360,삼성제약
006620,동구바이오제약
004970,신라교역
041440,현대에버다임
094280,효성ITX
350520,이지스레지던스리츠
402490,그린리소스
214680,디알텍
950130,엑세스바이오
104480,티케이케미칼
019180,티에이치엔
071200,인피니트헬스케어
418420,라온텍
068790,DMS
005990,매일홀딩스
006140,피제이전자
049720,고려신용정보
217950,파마리서치바이오
013990,아가방컴퍼니
098120,마이크로컨텍솔
104460,디와이피엔에프
089470,HDC현대EP
017510,세명전기
125020,티씨머티리얼즈
424960,스마트레이더시스템
056090,시지메드텍
089600,KT나스미디어
045970,코아시아
377480,마음AI
187660,현대ADM
029480,광무
081180,쎄크
083420,그린케미칼
255440,야스
290550,디케이티
063570,NICE인프라
003480,한진중공업홀딩스
032300,한국파마
003310,대주산업
388870,파로스아이바이오
192440,슈피겐코리아
007540,샘표
475580,에이럭스
205100,엑셈
005160,동국산업
049950,미래컴퍼니
264450,유비쿼스
214390,경보제약
092220,KEC
095190,이엠코리아
038110,에코플라스틱
096250,와이즈넛
066590,우수AMS
035000,HS애드
250060,모비스
077500,유니퀘스트
417010,나노팀
015890,태경산업
052420,오성첨단소재
086960,MDS테크
248170,샘표식품
109610,에스와이
136540,윈스테크넷
095720,웅진씽크빅
463020,뉴엔AI
016710,대성홀딩스
259630,엠플러스
004250,NPC
013570,디와이
408920,메쎄이상
461030,아이엠비디엑스
079430,현대리바트
005800,신영와코루
269620,시스웍
024090,디씨엠
123330,제닉
493330,지에프아이
059270,해성에어로보틱스
226400,오스테오닉
036710,심텍홀딩스
059210,메타바이오메드
004080,신흥
251120,바이오에프디엔씨
013310,아진산업
147830,제룡산업
138360,협진
053580,웹케시
036420,콘텐트리중앙
096240,크레버스
443670,에스피소프트
085670,뉴프렉스
101140,인바이오젠
067900,와이엔텍
205500,넥써쓰
021080,에이티넘인베스트
370090,퓨런티어
063170,서울옥션
126730,코칩
009780,엠에스씨
072870,메가스터디
039560,다산네트웍스
363280,티와이홀딩스
212560,네오오토
030960,양지사
012320,경동인베스트
205470,휴마시스
099750,이지케어텍
131030,옵투스제약
366030,공구우먼
052710,아모텍
002620,제일파마홀딩스
232530,이엠티
023810,인팩
054050,농우바이오
071280,로체시스템즈
052260,현대바이오랜드
003100,선광
289930,웨이비스
069460,대호에이엘
278650,HLB바이오스텝
039980,폴라리스AI
131370,알서포트
027710,팜스토리
005960,동부건설
389140,포바이포
004150,한솔홀딩스
048550,SM C&C
002200,한국수출포장
049960,쎌바이오텍
267850,아시아나IDT
120030,조선선재
443250,레뷰코퍼레이션
093640,케이알엠
496320,본시스템즈
03473K,SK우
950220,네오이뮨텍
453450,그리드위즈
015590,DKME
067990,도이치모터스
012800,대창
267290,경동도시가스
091120,이엠텍
014580,태경비케이
149950,아바텍
007110,일신석재
086670,비엠티
039340,한국경제TV
309960,LB인베스트먼트
002460,HS화성
282720,금양그린파워
021820,세원정공
463480,모티브링크
049430,코메론
044820,코스맥스비티아이
246720,아스타
002220,한일철강
084650,랩지노믹스
054920,한컴위드
078140,대봉엘에스
003580,HLB글로벌
051160,지어소프트
020120,키다리스튜디오
139990,아주스틸
021320,KCC건설
347890,엠투아이
054800,아이디스홀딩스
106190,하이텍팜
033290,로젠
005860,한일사료
090850,현대이지웰
004140,동방
0015N0,아로마티카
067830,세이브존I&C
023450,동남합성
013520,화승코퍼레이션
014530,극동유화
307180,아이엘
362320,청담글로벌
204610,티쓰리
209640,와이제이링크
078890,가온그룹
041590,플래스크
058850,KTcs
047820,초록뱀미디어
092190,서울바이오시스
000105,유한양행우
071670,에이테크솔루션
214260,라파스
023800,인지컨트롤스
018120,진로발효
019550,SBI인베스트먼트
093190,빅솔론
063080,컴투스홀딩스
016740,두올
083500,에프엔에스테크
298540,더네이쳐홀딩스
191420,테고사이언스
017370,우신시스템
086710,선진뷰티사이언스
038460,바이오스마트
175140,휴먼테크놀로지
047770,코데즈컴바인
214330,금호에이치티
023900,풍국주정
046120,오르비텍
382840,원준
289080,SV인베스트먼트
201490,미투온
396470,워트
006660,삼성공조
024880,케이피에프
034590,인천도시가스
311690,CJ 바이오사이언스
306620,네온테크
007210,벽산
005870,휴니드
166480,코아스템켐온
004960,한신공영
348150,고바이오랩
251630,브이원텍
396270,넥스트칩
067290,JW신약
013360,일성건설
418470,KT밀리의서재
115500,케이씨에스
183490,엔지켐생명과학
389030,지니너스
026150,특수건설
