rank,code,name,market,close,ma20,ma60,trend_score,vol_score,total_score,momentum_score,news_score,news_summary,scan_date,chunk
61,047920,HLB제약,KOSDAQ,17260.0,16198.0,15953.0,50,30,80,0,0,,2026-01-17 15:28,1
62,079160,CJ CGV,KOSPI,6020.0,5962.0,5596.0,50,30,80,0,0,,2026-01-17 15:26,1
63,083650,비에이치아이,KOSDAQ,59400.0,55060.0,50323.0,50,30,80,0,0,,2026-01-17 15:25,1
64,388720,유일로보틱스,KOSDAQ,89100.0,84130.0,83472.0,50,30,80,0,0,,2026-01-17 15:26,1
65,455900,엔젤로보틱스,KOSDAQ,34600.0,31110.0,30388.0,50,30,80,0,0,,2026-01-17 15:29,1
66,000270,기아,KOSPI,151100.0,127645.0,120420.0,50,30,80,0,0,,2026-01-17 15:22,1
67,034020,두산에너빌리티,KOSPI,95300.0,81500.0,80225.0,50,30,80,0,0,,2026-01-17 15:22,1
68,000990,DB하이텍,KOSPI,85200.0,72215.0,66113.0,50,30,80,0,0,,2026-01-17 15:24,1
69,005380,현대차,KOSPI,413000.0,329275.0,291867.0,50,30,80,0,0,,2026-01-17 15:22,1
70,207940,삼성바이오로직스,KOSPI,1947000.0,1785100.0,1754738.0,50,30,80,0,0,,2026-01-17 15:22,1
71,006280,녹십자,KOSPI,160300.0,160635.0,144297.0,50,30,80,0,0,,2026-01-17 15:25,1
72,166090,하나머티리얼즈,KOSDAQ GLOBAL,54800.0,46130.0,43388.0,50,30,80,0,0,,2026-01-17 15:26,1
73,052690,한전기술,KOSPI,126700.0,97615.0,97092.0,50,30,80,0,0,,2026-01-17 15:23,1
74,011200,HMM,KOSPI,20000.0,20333.0,20126.0,50,30,80,0,0,,2026-01-17 15:22,1
75,034730,SK,KOSPI,299000.0,268800.0,260608.0,50,30,80,0,0,,2026-01-17 15:22,1
76,033100,제룡전기,KOSDAQ,38450.0,37092.0,36654.0,50,30,80,0,0,,2026-01-17 15:28,1
77,056080,유진로봇,KOSDAQ,25550.0,15759.0,13766.0,50,30,80,0,0,,2026-01-17 15:27,1
78,073240,금호타이어,KOSPI,6100.0,5870.0,5563.0,50,30,80,0,0,,2026-01-17 15:25,1
79,044490,태웅,KOSDAQ,29200.0,27238.0,26959.0,50,30,80,0,0,,2026-01-17 15:28,1
80,420770,기가비스,KOSDAQ,46000.0,33875.0,33721.0,50,30,80,0,0,,2026-01-17 15:28,1
81,060280,큐렉소,KOSDAQ,13780.0,13080.0,12106.0,50,30,80,0,0,,2026-01-17 15:28,1
82,086280,현대글로비스,KOSPI,257000.0,205425.0,181535.0,50,30,80,0,0,,2026-01-17 15:22,1
83,064960,SNT모티브,KOSPI,36200.0,34628.0,33467.0,50,30,80,0,0,,2026-01-17 15:27,1
84,069960,현대백화점,KOSPI,96100.0,90900.0,90103.0,50,30,80,0,0,,2026-01-17 15:25,1
85,000810,삼성화재,KOSPI,486500.0,487125.0,484158.0,50,30,80,0,0,,2026-01-17 15:22,1
86,003690,코리안리,KOSPI,10960.0,11428.0,11319.0,50,30,80,0,0,,2026-01-17 15:25,1
87,033780,KT&G,KOSPI,142300.0,143510.0,141488.0,50,30,80,0,0,,2026-01-17 15:22,1
88,064350,현대로템,KOSPI,215000.0,199290.0,199265.0,50,30,80,0,0,,2026-01-17 15:22,1
89,038500,삼표시멘트,KOSDAQ,5290.0,4832.0,3781.0,50,30,80,0,0,,2026-01-17 15:28,1
90,272210,한화시스템,KOSPI,90900.0,65035.0,56125.0,50,30,80,0,0,,2026-01-17 15:22,1
91,115180,큐리언트,KOSDAQ,29450.0,29158.0,26527.0,50,10,60,0,0,,2026-01-17 15:26,1
92,319660,피에스케이,KOSDAQ GLOBAL,41650.0,38712.0,35690.0,50,10,60,0,0,,2026-01-17 15:26,1
93,080220,제주반도체,KOSDAQ,30850.0,26131.0,21778.0,50,10,60,0,0,,2026-01-17 15:26,1
94,415640,KB발해인프라,KOSPI,9970.0,9948.0,9931.0,50,10,60,0,0,,2026-01-17 15:26,1
95,397030,에이프릴바이오,KOSDAQ,49250.0,51498.0,41875.0,50,10,60,0,0,,2026-01-17 15:26,1
96,161580,필옵틱스,KOSDAQ,44500.0,44128.0,43748.0,50,10,60,0,0,,2026-01-17 15:26,1
97,192080,더블유게임즈,KOSPI,51000.0,53640.0,52547.0,50,10,60,0,0,,2026-01-17 15:26,1
98,323280,태성,KOSDAQ,39250.0,43750.0,39777.0,50,10,60,0,0,,2026-01-17 15:26,1
99,030610,교보증권,KOSPI,9860.0,9562.0,9464.0,50,10,60,0,0,,2026-01-17 15:26,1
100,174900,앱클론,KOSDAQ,57600.0,47858.0,36092.0,50,10,60,0,0,,2026-01-17 15:26,1
101,328130,루닛,KOSDAQ,38900.0,40685.0,39967.0,50,10,60,0,0,,2026-01-17 15:26,1
102,005300,롯데칠성,KOSPI,126300.0,131570.0,125750.0,50,10,60,0,0,,2026-01-17 15:26,1
103,000660,SK하이닉스,KOSPI,756000.0,668350.0,595017.0,50,10,60,0,0,,2026-01-17 15:22,1
104,249420,일동제약,KOSPI,39000.0,38842.0,32228.0,50,10,60,0,0,,2026-01-17 15:26,1
105,006360,GS건설,KOSPI,19090.0,19308.0,19107.0,50,10,60,0,0,,2026-01-17 15:25,1
106,003570,SNT다이내믹스,KOSPI,56300.0,50328.0,49194.0,50,10,60,0,0,,2026-01-17 15:25,1
107,067310,하나마이크론,KOSDAQ,27950.0,26332.0,25940.0,50,10,60,0,0,,2026-01-17 15:25,1
108,160190,하이젠알앤엠,KOSDAQ,59700.0,57545.0,55877.0,50,10,60,0,0,,2026-01-17 15:25,1
109,445680,큐리옥스바이오시스템즈,KOSDAQ,107000.0,105935.0,89420.0,50,10,60,0,0,,2026-01-17 15:25,1
110,457190,이수스페셜티케미컬,KOSPI,60200.0,58475.0,56479.0,50,10,60,0,0,,2026-01-17 15:25,1
111,007070,GS리테일,KOSPI,21100.0,20750.0,20710.0,50,10,60,0,0,,2026-01-17 15:25,1
112,395400,SK리츠,KOSPI,5600.0,5751.0,5504.0,50,10,60,0,0,,2026-01-17 15:25,1
113,466100,클로봇,KOSDAQ,67000.0,62480.0,49168.0,50,10,60,0,0,,2026-01-17 15:25,1
114,032350,롯데관광개발,KOSPI,20900.0,21930.0,20784.0,50,10,60,0,0,,2026-01-17 15:25,1
115,458870,씨어스테크놀로지,KOSDAQ,129800.0,120130.0,111358.0,50,10,60,0,0,,2026-01-17 15:25,1
116,060370,LS마린솔루션,KOSDAQ,28700.0,29918.0,28597.0,50,10,60,0,0,,2026-01-17 15:25,1
117,232140,와이씨,KOSDAQ,15040.0,14889.0,14094.0,50,10,60,0,0,,2026-01-17 15:26,1
118,000500,가온전선,KOSPI,90200.0,87075.0,78822.0,50,10,60,0,0,,2026-01-17 15:25,1
119,077970,STX엔진,KOSPI,36900.0,36340.0,35019.0,50,10,60,0,0,,2026-01-17 15:25,1
120,007810,코리아써키트,KOSPI,62400.0,45518.0,34294.0,50,10,60,0,0,,2026-01-17 15:25,1
121,290650,엘앤씨바이오,KOSDAQ,55200.0,61695.0,58586.0,50,10,60,0,0,,2026-01-17 15:26,1
122,253450,스튜디오드래곤,KOSDAQ GLOBAL,45550.0,43585.0,41500.0,50,10,60,0,0,,2026-01-17 15:26,1
123,294870,HDC현대산업개발,KOSPI,20550.0,20915.0,20007.0,50,10,60,0,0,,2026-01-17 15:26,1
124,099320,쎄트렉아이,KOSDAQ,117500.0,90225.0,66659.0,50,10,60,0,0,,2026-01-17 15:26,1
125,001800,오리온홀딩스,KOSPI,20300.0,20364.0,20013.0,50,10,60,0,0,,2026-01-17 15:26,1
126,100090,SK오션플랜트,KOSPI,20150.0,20254.0,20028.0,50,10,60,0,0,,2026-01-17 15:26,1
127,003380,하림지주,KOSDAQ GLOBAL,11100.0,10642.0,9172.0,50,10,60,0,0,,2026-01-17 15:26,1
128,006650,대한유화,KOSPI,157000.0,143955.0,142252.0,50,10,60,0,0,,2026-01-17 15:26,1
129,005930,삼성전자,KOSPI,148900.0,127255.0,110642.0,50,10,60,0,0,,2026-01-17 15:22,1
130,389470,인벤티지랩,KOSDAQ,80600.0,82430.0,70993.0,50,10,60,0,0,,2026-01-17 15:26,1
131,389650,넥스트바이오메디컬,KOSDAQ,80900.0,85460.0,76918.0,50,10,60,0,0,,2026-01-17 15:28,1
132,322000,HD현대에너지솔루션,KOSPI,56900.0,57345.0,56790.0,50,10,60,0,0,,2026-01-17 15:28,1
133,228760,지노믹트리,KOSDAQ,26200.0,28125.0,25639.0,50,10,60,0,0,,2026-01-17 15:28,1
134,089970,브이엠,KOSDAQ,26700.0,28780.0,26492.0,50,10,60,0,0,,2026-01-17 15:28,1
135,001060,JW중외제약,KOSPI,28300.0,27160.0,25846.0,50,10,60,0,0,,2026-01-17 15:28,1
136,131290,티에스이,KOSDAQ,59700.0,59195.0,55742.0,50,10,60,0,0,,2026-01-17 15:28,1
137,053800,안랩,KOSDAQ,59500.0,61020.0,60793.0,50,10,60,0,0,,2026-01-17 15:28,1
138,036810,에프에스티,KOSDAQ,30650.0,31333.0,31304.0,50,10,60,0,0,,2026-01-17 15:28,1
139,095610,테스,KOSDAQ,50700.0,47978.0,44038.0,50,10,60,0,0,,2026-01-17 15:26,1
140,372320,큐로셀,KOSDAQ,46750.0,47692.0,43412.0,50,10,60,0,0,,2026-01-17 15:28,1
141,102710,이엔에프테크놀로지,KOSDAQ,47300.0,47125.0,46947.0,50,10,60,0,0,,2026-01-17 15:28,1
142,251970,펌텍코리아,KOSDAQ,54600.0,53670.0,53652.0,50,10,60,0,0,,2026-01-17 15:28,1
143,475150,SK이터닉스,KOSPI,20150.0,21002.0,20298.0,50,10,60,0,0,,2026-01-17 15:28,1
144,100790,미래에셋벤처투자,KOSDAQ,12810.0,14170.0,10558.0,50,10,60,0,0,,2026-01-17 15:28,1
145,049630,재영솔루텍,KOSDAQ,5870.0,4302.0,2671.0,50,10,60,0,0,,2026-01-17 15:28,1
146,214430,아이쓰리시스템,KOSDAQ,85300.0,81775.0,75725.0,50,10,60,0,0,,2026-01-17 15:28,1
147,475960,토모큐브,KOSDAQ,45450.0,48982.0,46668.0,50,10,60,0,0,,2026-01-17 15:28,1
148,102940,코오롱생명과학,KOSDAQ,46300.0,48185.0,44812.0,50,10,60,0,0,,2026-01-17 15:28,1
149,126340,비나텍,KOSDAQ,86100.0,78546.0,65227.0,50,10,60,0,0,,2026-01-17 15:28,1
150,058650,세아홀딩스,KOSPI,143600.0,135950.0,124317.0,50,10,60,0,0,,2026-01-17 15:28,1
151,093320,케이아이엔엑스,KOSDAQ,117100.0,118390.0,104857.0,50,10,60,0,0,,2026-01-17 15:28,1
152,094170,동운아나텍,KOSDAQ,27000.0,29040.0,25045.0,50,10,60,0,0,,2026-01-17 15:29,1
153,017940,E1,KOSPI,81900.0,83440.0,81878.0,50,10,60,0,0,,2026-01-17 15:29,1
154,105630,한세실업,KOSPI,14040.0,13998.0,12795.0,50,10,60,0,0,,2026-01-17 15:29,1
155,002240,고려제강,KOSPI,20600.0,20458.0,19144.0,50,10,60,0,0,,2026-01-17 15:29,1
156,220100,퓨쳐켐,KOSDAQ,24700.0,28715.0,27357.0,50,10,60,0,0,,2026-01-17 15:29,1
157,041960,코미팜,KOSDAQ,7500.0,7376.0,6676.0,50,10,60,0,0,,2026-01-17 15:29,1
158,095660,네오위즈,KOSDAQ,25200.0,25222.0,25125.0,50,10,60,0,0,,2026-01-17 15:29,1
159,052020,에스티큐브,KOSDAQ,7990.0,8146.0,7933.0,50,10,60,0,0,,2026-01-17 15:29,1
160,097520,엠씨넥스,KOSPI,30150.0,29285.0,28513.0,50,10,60,0,0,,2026-01-17 15:29,1
161,016800,퍼시스,KOSPI,44300.0,46240.0,46047.0,50,10,60,0,0,,2026-01-17 15:29,1
162,083450,GST,KOSDAQ,27600.0,27552.0,26722.0,50,10,60,0,0,,2026-01-17 15:29,1
163,010780,아이에스동서,KOSPI,22900.0,23570.0,20315.0,50,10,60,0,0,,2026-01-17 15:28,1
164,002840,미원상사,KOSPI,146700.0,150200.0,150027.0,50,10,60,0,0,,2026-01-17 15:28,1
165,399720,가온칩스,KOSDAQ,60400.0,54148.0,51378.0,50,10,60,0,0,,2026-01-17 15:28,1
166,295310,에이치브이엠,KOSDAQ,72400.0,61565.0,36855.0,50,10,60,0,0,,2026-01-17 15:27,1
167,181710,NHN,KOSPI,30500.0,30768.0,30693.0,50,10,60,0,0,,2026-01-17 15:26,1
168,131970,두산테스나,KOSDAQ GLOBAL,51300.0,49470.0,47078.0,50,10,60,0,0,,2026-01-17 15:27,1
169,030190,NICE평가정보,KOSPI,15830.0,16711.0,16198.0,50,10,60,0,0,,2026-01-17 15:27,1
170,218410,RFHIC,KOSDAQ,35100.0,35110.0,32020.0,50,10,60,0,0,,2026-01-17 15:27,1
171,043260,성호전자,KOSDAQ,13090.0,10518.0,5332.0,50,10,60,0,0,,2026-01-17 15:27,1
172,195870,해성디에스,KOSPI,54400.0,53365.0,52150.0,50,10,60,0,0,,2026-01-17 15:27,1
173,281740,레이크머티리얼즈,KOSDAQ,13970.0,14739.0,14480.0,50,10,60,0,0,,2026-01-17 15:27,1
174,036540,SFA반도체,KOSDAQ,5510.0,4943.0,4483.0,50,10,60,0,0,,2026-01-17 15:27,1
175,006730,서부T&D,KOSDAQ,13740.0,12766.0,11356.0,50,10,60,0,0,,2026-01-17 15:27,1
176,476060,온코닉테라퓨틱스,KOSDAQ,20050.0,20041.0,17978.0,50,10,60,0,0,,2026-01-17 15:27,1
177,004490,세방전지,KOSPI,63600.0,63680.0,63612.0,50,10,60,0,0,,2026-01-17 15:27,1
178,082920,비츠로셀,KOSDAQ,19580.0,19296.0,16498.0,50,10,60,0,0,,2026-01-17 15:27,1
179,003160,디아이,KOSPI,30550.0,25108.0,23684.0,50,10,60,0,0,,2026-01-17 15:27,1
180,417200,LS머트리얼즈,KOSDAQ,12770.0,12851.0,12586.0,50,10,60,0,0,,2026-01-17 15:27,1
181,056190,에스에프에이,KOSDAQ GLOBAL,23550.0,23772.0,23599.0,50,10,60,0,0,,2026-01-17 15:27,1
182,039130,하나투어,KOSPI,46000.0,47462.0,47449.0,50,10,60,0,0,,2026-01-17 15:28,1
183,281820,케이씨텍,KOSPI,40300.0,40335.0,39685.0,50,10,60,0,0,,2026-01-17 15:27,1
184,376300,디어유,KOSDAQ,33600.0,37092.0,35269.0,50,10,60,0,0,,2026-01-17 15:27,1
185,347700,스피어,KOSDAQ,17080.0,15992.0,11159.0,50,10,60,0,0,,2026-01-17 15:27,1
186,069620,대웅제약,KOSPI,164200.0,172485.0,166372.0,50,10,60,0,0,,2026-01-17 15:25,1
187,069260,TKG휴켐스,KOSPI,18450.0,18840.0,18538.0,50,10,60,0,0,,2026-01-17 15:27,1
188,124500,아이티센글로벌,KOSDAQ,32200.0,31128.0,24378.0,50,10,60,0,0,,2026-01-17 15:27,1
189,025980,아난티,KOSDAQ,7890.0,7783.0,7721.0,50,10,60,0,0,,2026-01-17 15:27,1
190,003850,보령,KOSPI,8700.0,9028.0,8887.0,50,10,60,0,0,,2026-01-17 15:27,1
191,348210,넥스틴,KOSDAQ GLOBAL,71200.0,70615.0,66952.0,50,10,60,0,0,,2026-01-17 15:27,1
192,214320,이노션,KOSPI,18490.0,18503.0,18148.0,50,10,60,0,0,,2026-01-17 15:27,1
193,189300,인텔리안테크,KOSDAQ,68900.0,63862.0,50766.0,50,10,60,0,0,,2026-01-17 15:27,1
194,005180,빙그레,KOSPI,76500.0,75590.0,74460.0,50,10,60,0,0,,2026-01-17 15:27,1
195,950210,프레스티지바이오파마,KOSPI,12030.0,12934.0,12735.0,50,10,60,0,0,,2026-01-17 15:28,1
196,079900,전진건설로봇,KOSPI,49000.0,48165.0,46979.0,50,10,60,0,0,,2026-01-17 15:28,1
197,007700,F&F홀딩스,KOSPI,19900.0,19453.0,19393.0,50,10,60,0,0,,2026-01-17 15:27,1
198,036930,주성엔지니어링,KOSDAQ GLOBAL,31950.0,30245.0,29663.0,50,10,60,0,0,,2026-01-17 15:25,1
199,001440,대한전선,KOSPI,25750.0,24482.0,23486.0,50,10,60,0,0,,2026-01-17 15:23,1
200,068760,셀트리온제약,KOSDAQ,61800.0,61918.0,61325.0,50,10,60,0,0,,2026-01-17 15:24,1
201,347850,디앤디파마텍,KOSDAQ,92500.0,94690.0,84846.0,50,10,60,0,0,,2026-01-17 15:24,1
202,475830,오름테라퓨틱,KOSDAQ,121800.0,115820.0,78285.0,50,10,60,0,0,,2026-01-17 15:24,1
203,017800,현대엘리베이터,KOSPI,88900.0,88335.0,84778.0,50,10,60,0,0,,2026-01-17 15:24,1
204,071050,한국금융지주,KOSPI,182700.0,166770.0,166563.0,50,10,60,0,0,,2026-01-17 15:23,1
205,298380,에이비엘바이오,KOSDAQ,197500.0,196770.0,165587.0,50,10,60,0,0,,2026-01-17 15:23,1
206,041510,에스엠,KOSDAQ GLOBAL,112300.0,120020.0,111732.0,50,10,60,0,0,,2026-01-17 15:24,1
207,079550,LIG넥스원,KOSPI,535000.0,471250.0,439267.0,50,10,60,0,0,,2026-01-17 15:23,1
208,058470,리노공업,KOSDAQ GLOBAL,64700.0,62690.0,60963.0,50,10,60,0,0,,2026-01-17 15:23,1
209,086520,에코프로,KOSDAQ GLOBAL,92600.0,94595.0,93373.0,50,10,60,0,0,,2026-01-17 15:23,1
210,237690,에스티팜,KOSDAQ GLOBAL,122400.0,124890.0,112943.0,50,10,60,0,0,,2026-01-17 15:24,1
211,307950,현대오토에버,KOSPI,476500.0,364825.0,262512.0,50,10,60,0,0,,2026-01-17 15:23,1
212,030200,KT,KOSPI,53900.0,52785.0,51169.0,50,10,60,0,0,,2026-01-17 15:23,1
213,263750,펄어비스,KOSDAQ GLOBAL,39350.0,37955.0,37205.0,50,10,60,0,0,,2026-01-17 15:24,1
214,352820,하이브,KOSPI,336500.0,326425.0,309400.0,50,10,60,0,0,,2026-01-17 15:23,1
215,042700,한미반도체,KOSPI,178500.0,152140.0,136747.0,50,10,60,0,0,,2026-01-17 15:22,1
216,081660,미스토홀딩스,KOSPI,44450.0,43288.0,41849.0,50,10,60,0,0,,2026-01-17 15:24,1
217,140410,메지온,KOSDAQ,89000.0,91080.0,77325.0,50,10,60,0,0,,2026-01-17 15:24,1
218,006800,미래에셋증권,KOSPI,31200.0,25770.0,24003.0,50,10,60,0,0,,2026-01-17 15:22,1
219,009420,한올바이오파마,KOSPI,52000.0,45992.0,44562.0,50,10,60,0,0,,2026-01-17 15:24,1
220,071970,HD현대마린엔진,KOSPI,90100.0,91550.0,88192.0,50,10,60,0,0,,2026-01-17 15:24,1
221,403870,HPSP,KOSDAQ GLOBAL,35750.0,32770.0,32033.0,50,10,60,0,0,,2026-01-17 15:24,1
222,011070,LG이노텍,KOSPI,286000.0,275925.0,258317.0,50,10,60,0,0,,2026-01-17 15:23,1
223,028300,HLB,KOSDAQ,52600.0,50320.0,48815.0,50,10,60,0,0,,2026-01-17 15:23,1
224,006260,LS,KOSPI,222000.0,202485.0,198907.0,50,10,60,0,0,,2026-01-17 15:23,1
225,141080,리가켐바이오,KOSDAQ GLOBAL,166800.0,172840.0,169365.0,50,10,60,0,0,,2026-01-17 15:23,1
226,103590,일진전기,KOSPI,62400.0,58490.0,56852.0,50,10,60,0,0,,2026-01-17 15:24,1
227,319400,현대무벡스,KOSDAQ,29000.0,21012.0,13543.0,50,10,60,0,0,,2026-01-17 15:24,1
228,030530,원익홀딩스,KOSDAQ,42500.0,40288.0,32097.0,50,10,60,0,0,,2026-01-17 15:24,1
229,180640,한진칼,KOSPI,128300.0,119535.0,109827.0,50,10,60,0,0,,2026-01-17 15:23,1
230,014680,한솔케미칼,KOSPI,246500.0,232925.0,228458.0,50,10,60,0,0,,2026-01-17 15:24,1
231,078930,GS,KOSPI,59600.0,56745.0,55663.0,50,10,60,0,0,,2026-01-17 15:23,1
232,226950,올릭스,KOSDAQ,137700.0,140095.0,129142.0,50,10,60,0,0,,2026-01-17 15:24,1
233,004170,신세계,KOSPI,285500.0,257400.0,228515.0,50,10,60,0,0,,2026-01-17 15:24,1
234,039490,키움증권,KOSPI,330000.0,304650.0,290633.0,50,10,60,0,0,,2026-01-17 15:23,1
235,009970,영원무역홀딩스,KOSPI,186000.0,193275.0,174817.0,50,10,60,0,0,,2026-01-17 15:24,1
236,024110,기업은행,KOSPI,20500.0,20820.0,20422.0,50,10,60,0,0,,2026-01-17 15:22,1
237,138930,BNK금융지주,KOSPI,14940.0,15648.0,15166.0,50,10,60,0,0,,2026-01-17 15:23,1
238,357780,솔브레인,KOSDAQ GLOBAL,292000.0,272800.0,269325.0,50,10,60,0,0,,2026-01-17 15:25,1
